	blast_score	multiblast_score	n_hits	normalized_score	qry_cluster	qry_gene	qry_gene_end	qry_gene_start	qry_gene_strand	qry_genes_len	qry_strain	ref_cluster	ref_genes_len	ref_strain	svg
14700	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	1260	1	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14708	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	68938	68489	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14709	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	64470	63490	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14710	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	59512	55164	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14711	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	54490	51698	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14712	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	51315	50485	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14713	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	49580	45661	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14714	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	45058	43613	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14715	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	43000	41219	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14716	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	40371	39574	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14717	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	39411	38025	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14718	556	2.0	2	0.07692307692307693	contig_3.region010	EAU29303	37170	36040	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14719	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	35421	34309	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14720	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	33676	31576	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14721	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	31207	29945	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14722	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	29667	28786	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14723	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	27674	25924	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14724	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	25444	24098	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14725	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	22678	21008	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14726	556	2.0	2	0.07692307692307693	contig_3.region010	EAU29302	20235	16351	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14727	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	16212	15475	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14728	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	15073	13499	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14729	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	12801	12433	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14730	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	9304	7742	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14731	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	6362	4764	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14732	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	3227	2147	1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14733	556	2.0	2	0.07692307692307693	contig_3.region010	nohomolog	1260	1	-1	2	ATCC_20542	CH476610.1.region001	12	NIH	ATCC20542/contig3region010/svg/clusterblast1_3
14746	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	68938	68489	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14747	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	64470	63490	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14748	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	59512	55164	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14749	739	3.5	3	0.11538461538461539	contig_3.region010	EAU36364	54490	51698	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14750	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	51315	50485	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14751	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	49580	45661	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14752	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	45058	43613	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14753	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	43000	41219	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14754	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	40371	39574	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14755	739	3.5	3	0.11538461538461539	contig_3.region010	EAU36365	39411	38025	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14756	739	3.5	3	0.11538461538461539	contig_3.region010	EAU36366	37170	36040	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14757	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	35421	34309	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14758	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	33676	31576	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14759	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	31207	29945	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14760	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	29667	28786	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14761	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	27674	25924	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14762	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	25444	24098	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14763	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	22678	21008	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14764	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	20235	16351	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14765	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	16212	15475	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14766	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	15073	13499	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14767	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	12801	12433	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14768	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	9304	7742	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14769	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	6362	4764	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14770	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	3227	2147	1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14771	739	3.5	3	0.11538461538461539	contig_3.region010	nohomolog	1260	1	-1	3	ATCC_20542	CH476597.1.region003	17	NIH	ATCC20542/contig3region010/svg/clusterblast1_2
14789	21483	31.0	31	1.1923076923076923	contig_3.region010	nohomolog	68938	68489	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14790	21483	31.0	31	1.1923076923076923	contig_3.region010	nohomolog	64470	63490	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14791	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36088	59512	55164	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14792	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36089	54490	51698	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14793	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36090	51315	50485	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14794	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36091	49580	45661	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14795	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36093	45058	43613	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14796	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36102	43000	41219	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14797	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36095	40371	39574	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14798	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36092	39411	38025	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14799	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36097	37170	36040	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14800	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36110	35421	34309	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14801	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36102	33676	31576	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14802	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36100	31207	29945	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14803	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36101	29667	28786	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14804	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36094	27674	25924	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14805	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36103	25444	24098	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14806	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36104	22678	21008	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14807	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36105	20235	16351	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14808	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36106	16212	15475	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14809	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36107	15073	13499	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14810	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36108	12801	12433	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14811	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36098	9304	7742	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14812	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36111	6362	4764	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14813	21483	31.0	31	1.1923076923076923	contig_3.region010	EAU36112	3227	2147	1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14814	21483	31.0	31	1.1923076923076923	contig_3.region010	nohomolog	1260	1	-1	31	ATCC_20542	CH476597.1.region001	29	NIH	ATCC20542/contig3region010/svg/clusterblast1_1
14844	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	43008	39844	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14845	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	38882	34721	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14846	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	32404	30587	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14847	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	29904	29137	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14848	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	28335	26962	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14849	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	26726	25247	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14850	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	24639	18358	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14851	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	17586	17126	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14852	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	16953	13510	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14853	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	11961	9081	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14854	85	1.0	1	0.07142857142857142	contig_3.region009	EAU34761	7574	6290	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14855	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	5773	5045	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14856	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	4674	2928	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14857	85	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	2212	1	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_5
14867	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	43008	39844	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14868	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	38882	34721	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14869	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	32404	30587	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14870	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	29904	29137	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14871	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	28335	26962	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14872	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	26726	25247	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14873	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	24639	18358	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14874	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	17586	17126	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14875	319	1.0	1	0.07142857142857142	contig_3.region009	EAU34770	16953	13510	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14876	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	11961	9081	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14877	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	7574	6290	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14878	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	5773	5045	-1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14879	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	4674	2928	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14880	319	1.0	1	0.07142857142857142	contig_3.region009	nohomolog	2212	1	1	1	ATCC_20542	CH476599.1.region001	9	NIH	ATCC20542/contig3region009/svg/clusterblast1_4
14890	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	43008	39844	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14891	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	38882	34721	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14892	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	32404	30587	-1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14893	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	29904	29137	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14894	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	28335	26962	-1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14895	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	26726	25247	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14896	755	1.0	1	0.14285714285714285	contig_3.region009	EAU32746	24639	18358	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14897	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	17586	17126	-1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14898	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	16953	13510	-1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14899	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	11961	9081	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14900	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	7574	6290	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14901	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	5773	5045	-1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14902	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	4674	2928	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14903	755	1.0	1	0.14285714285714285	contig_3.region009	nohomolog	2212	1	1	2	ATCC_20542	CH476603.1.region004	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_3
14925	837	2.0	2	0.14285714285714285	contig_3.region009	nohomolog	43008	39844	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_2
14926	837	2.0	2	0.14285714285714285	contig_3.region009	nohomolog	38882	34721	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig3region009/svg/clusterblast1_2
